session_id,uid,tA,tB,dt
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:07.046724Z,2025-11-10T13:07:07.206430Z,-0.159706
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:07.284228Z,2025-11-10T13:07:07.206430Z,0.077798
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:07.284228Z,2025-11-10T13:07:07.239265Z,0.044963
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:07.284228Z,2025-11-10T13:07:07.745448Z,-0.46122
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:07.581480Z,2025-11-10T13:07:07.745448Z,-0.163968
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:07.771275Z,2025-11-10T13:07:07.745448Z,0.025827
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:07.771275Z,2025-11-10T13:07:07.812534Z,-0.041259
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:08.131833Z,2025-11-10T13:07:07.812534Z,0.319299
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:08.131833Z,2025-11-10T13:07:08.248913Z,-0.11708
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:08.390691Z,2025-11-10T13:07:08.248913Z,0.141778
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:08.390691Z,2025-11-10T13:07:08.424617Z,-0.033926
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:08.592473Z,2025-11-10T13:07:08.424617Z,0.167856
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:08.592473Z,2025-11-10T13:07:08.752881Z,-0.160408
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:08.845973Z,2025-11-10T13:07:08.752881Z,0.093092
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:08.845973Z,2025-11-10T13:07:09.024323Z,-0.17835
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:09.058179Z,2025-11-10T13:07:09.024323Z,0.033856
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:09.058179Z,2025-11-10T13:07:09.055946Z,0.002233
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:09.058179Z,2025-11-10T13:07:09.294371Z,-0.236192
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:09.294499Z,2025-11-10T13:07:09.294371Z,0.000128
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:09.294499Z,2025-11-10T13:07:09.750640Z,-0.456141
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:09.627127Z,2025-11-10T13:07:09.750640Z,-0.123513
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:09.783558Z,2025-11-10T13:07:09.750640Z,0.032918
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:09.783558Z,2025-11-10T13:07:09.789351Z,-0.005793
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.046670Z,2025-11-10T13:07:09.789351Z,0.257319
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.046670Z,2025-11-10T13:07:10.004757Z,0.041913
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.046670Z,2025-11-10T13:07:10.282022Z,-0.235352
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.295925Z,2025-11-10T13:07:10.282022Z,0.013903
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.295925Z,2025-11-10T13:07:10.762957Z,-0.467032
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.600512Z,2025-11-10T13:07:10.762957Z,-0.162445
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.777172Z,2025-11-10T13:07:10.762957Z,0.014215
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.777172Z,2025-11-10T13:07:10.773828Z,0.003344
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:10.777172Z,2025-11-10T13:07:11.083869Z,-0.306697
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:11.004612Z,2025-11-10T13:07:11.083869Z,-0.079257
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:11.328563Z,2025-11-10T13:07:11.083869Z,0.244694
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:11.328563Z,2025-11-10T13:07:11.450499Z,-0.121936
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:11.550571Z,2025-11-10T13:07:11.450499Z,0.100072
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:11.550571Z,2025-11-10T13:07:11.533537Z,0.017034
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:11.550571Z,2025-11-10T13:07:11.758560Z,-0.207989
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:11.779869Z,2025-11-10T13:07:11.758560Z,0.021309
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:11.779869Z,2025-11-10T13:07:12.261220Z,-0.481351
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:12.152870Z,2025-11-10T13:07:12.261220Z,-0.10835
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:12.323294Z,2025-11-10T13:07:12.261220Z,0.062074
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:12.323294Z,2025-11-10T13:07:12.302316Z,0.020978
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:12.323294Z,2025-11-10T13:07:12.537108Z,-0.213814
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:12.528547Z,2025-11-10T13:07:12.537108Z,-0.008561
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:12.867570Z,2025-11-10T13:07:12.537108Z,0.330462
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:12.867570Z,2025-11-10T13:07:12.991623Z,-0.124053
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:13.052179Z,2025-11-10T13:07:12.991623Z,0.060556
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:13.052179Z,2025-11-10T13:07:13.038458Z,0.013721
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:13.052179Z,2025-11-10T13:07:13.499599Z,-0.44742
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:13.394045Z,2025-11-10T13:07:13.499599Z,-0.105554
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:13.552122Z,2025-11-10T13:07:13.499599Z,0.052523
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:13.552122Z,2025-11-10T13:07:13.782696Z,-0.230574
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:13.873642Z,2025-11-10T13:07:13.782696Z,0.090946
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:13.873642Z,2025-11-10T13:07:14.018496Z,-0.144854
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:14.073554Z,2025-11-10T13:07:14.018496Z,0.055058
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:14.073554Z,2025-11-10T13:07:14.255921Z,-0.182367
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:14.283946Z,2025-11-10T13:07:14.255921Z,0.028025
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:14.283946Z,2025-11-10T13:07:14.289066Z,-0.00512
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:14.572201Z,2025-11-10T13:07:14.289066Z,0.283135
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:14.572201Z,2025-11-10T13:07:14.548160Z,0.024041
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:14.572201Z,2025-11-10T13:07:14.974976Z,-0.402775
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:14.795889Z,2025-11-10T13:07:14.974976Z,-0.179087
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:15.057354Z,2025-11-10T13:07:14.974976Z,0.082378
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:15.057354Z,2025-11-10T13:07:15.008930Z,0.048424
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:15.057354Z,2025-11-10T13:07:15.550542Z,-0.493188
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:15.337147Z,2025-11-10T13:07:15.550542Z,-0.213395
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:15.516038Z,2025-11-10T13:07:15.550542Z,-0.034504
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:15.801852Z,2025-11-10T13:07:15.550542Z,0.25131
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:15.801852Z,2025-11-10T13:07:15.804835Z,-0.002983
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:16.052723Z,2025-11-10T13:07:15.804835Z,0.247888
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:16.052723Z,2025-11-10T13:07:16.045845Z,0.006878
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:16.052723Z,2025-11-10T13:07:16.350068Z,-0.297345
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:16.260727Z,2025-11-10T13:07:16.350068Z,-0.089341
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:16.589758Z,2025-11-10T13:07:16.350068Z,0.23969
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:16.589758Z,2025-11-10T13:07:16.670289Z,-0.080531
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.135038Z,2025-11-10T13:07:16.670289Z,0.464749
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.135038Z,2025-11-10T13:07:16.799091Z,0.335947
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.135038Z,2025-11-10T13:07:17.213262Z,-0.078224
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.262781Z,2025-11-10T13:07:17.213262Z,0.049519
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.262781Z,2025-11-10T13:07:17.283264Z,-0.020483
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.542268Z,2025-11-10T13:07:17.283264Z,0.259004
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.542268Z,2025-11-10T13:07:17.521722Z,0.020546
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.542268Z,2025-11-10T13:07:17.835810Z,-0.293542
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:17.801213Z,2025-11-10T13:07:17.835810Z,-0.034597
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.031460Z,2025-11-10T13:07:17.835810Z,0.19565
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.031460Z,2025-11-10T13:07:18.001151Z,0.030309
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.031460Z,2025-11-10T13:07:18.331617Z,-0.300157
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.313384Z,2025-11-10T13:07:18.331617Z,-0.018233
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.526314Z,2025-11-10T13:07:18.331617Z,0.194697
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.526314Z,2025-11-10T13:07:18.549635Z,-0.023321
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.795804Z,2025-11-10T13:07:18.549635Z,0.246169
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.795804Z,2025-11-10T13:07:18.775855Z,0.019949
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:18.795804Z,2025-11-10T13:07:19.016777Z,-0.220973
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:19.040533Z,2025-11-10T13:07:19.016777Z,0.023756
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:19.040533Z,2025-11-10T13:07:19.488304Z,-0.447771
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:19.404711Z,2025-11-10T13:07:19.488304Z,-0.083593
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:19.542693Z,2025-11-10T13:07:19.488304Z,0.054389
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:19.542693Z,2025-11-10T13:07:19.555691Z,-0.012998
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:19.798744Z,2025-11-10T13:07:19.555691Z,0.243053
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:19.798744Z,2025-11-10T13:07:19.973125Z,-0.174381
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:20.106072Z,2025-11-10T13:07:19.973125Z,0.132947
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:20.106072Z,2025-11-10T13:07:20.290527Z,-0.184455
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:20.309535Z,2025-11-10T13:07:20.290527Z,0.019008
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:20.309535Z,2025-11-10T13:07:20.290830Z,0.018705
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:20.309535Z,2025-11-10T13:07:20.554359Z,-0.244824
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:20.542404Z,2025-11-10T13:07:20.554359Z,-0.011955
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:20.776682Z,2025-11-10T13:07:20.554359Z,0.222323
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:20.776682Z,2025-11-10T13:07:20.790397Z,-0.013715
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:21.052005Z,2025-11-10T13:07:20.790397Z,0.261608
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:21.052005Z,2025-11-10T13:07:21.041373Z,0.010632
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:21.052005Z,2025-11-10T13:07:21.476161Z,-0.424156
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:21.331403Z,2025-11-10T13:07:21.476161Z,-0.144758
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:21.828660Z,2025-11-10T13:07:21.476161Z,0.352499
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:21.828660Z,2025-11-10T13:07:21.518359Z,0.310301
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:21.828660Z,2025-11-10T13:07:21.773298Z,0.055362
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:21.828660Z,2025-11-10T13:07:22.033398Z,-0.204738
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:22.036381Z,2025-11-10T13:07:22.033398Z,0.002983
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:22.036381Z,2025-11-10T13:07:22.309455Z,-0.273074
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:22.325312Z,2025-11-10T13:07:22.309455Z,0.015857
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:22.325312Z,2025-11-10T13:07:22.526107Z,-0.200795
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:22.588373Z,2025-11-10T13:07:22.526107Z,0.062266
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:22.588373Z,2025-11-10T13:07:22.786325Z,-0.197952
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:22.788744Z,2025-11-10T13:07:22.786325Z,0.002419
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:22.788744Z,2025-11-10T13:07:23.184170Z,-0.395426
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:23.087868Z,2025-11-10T13:07:23.184170Z,-0.096302
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:23.330658Z,2025-11-10T13:07:23.184170Z,0.146488
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:23.330658Z,2025-11-10T13:07:23.279437Z,0.051221
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:23.330658Z,2025-11-10T13:07:23.534484Z,-0.203826
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:23.523371Z,2025-11-10T13:07:23.534484Z,-0.011113
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:23.869782Z,2025-11-10T13:07:23.534484Z,0.335298
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:23.869782Z,2025-11-10T13:07:23.953143Z,-0.083361
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:24.086686Z,2025-11-10T13:07:23.953143Z,0.133543
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:24.086686Z,2025-11-10T13:07:24.276472Z,-0.189786
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:24.310445Z,2025-11-10T13:07:24.276472Z,0.033973
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:24.310445Z,2025-11-10T13:07:24.303365Z,0.00708
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:24.310445Z,2025-11-10T13:07:24.554602Z,-0.244157
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:24.544160Z,2025-11-10T13:07:24.554602Z,-0.010442
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:24.765703Z,2025-11-10T13:07:24.554602Z,0.211101
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:24.765703Z,2025-11-10T13:07:24.786981Z,-0.021278
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:25.147665Z,2025-11-10T13:07:24.786981Z,0.360684
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:25.147665Z,2025-11-10T13:07:25.218001Z,-0.070336
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:25.266100Z,2025-11-10T13:07:25.218001Z,0.048099
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:25.266100Z,2025-11-10T13:07:25.331490Z,-0.06539
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:25.644657Z,2025-11-10T13:07:25.331490Z,0.313167
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:25.644657Z,2025-11-10T13:07:25.701527Z,-0.05687
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:25.896703Z,2025-11-10T13:07:25.701527Z,0.195176
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:25.896703Z,2025-11-10T13:07:25.939295Z,-0.042592
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.028634Z,2025-11-10T13:07:25.939295Z,0.089339
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.028634Z,2025-11-10T13:07:26.052481Z,-0.023847
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.320621Z,2025-11-10T13:07:26.052481Z,0.26814
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.320621Z,2025-11-10T13:07:26.306259Z,0.014362
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.320621Z,2025-11-10T13:07:26.554199Z,-0.233578
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.515954Z,2025-11-10T13:07:26.554199Z,-0.038245
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.780300Z,2025-11-10T13:07:26.554199Z,0.226101
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.780300Z,2025-11-10T13:07:26.776389Z,0.003911
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:26.780300Z,2025-11-10T13:07:27.270280Z,-0.48998
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:27.113244Z,2025-11-10T13:07:27.270280Z,-0.157036
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:27.319144Z,2025-11-10T13:07:27.270280Z,0.048864
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:27.319144Z,2025-11-10T13:07:27.284366Z,0.034778
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:27.319144Z,2025-11-10T13:07:27.526416Z,-0.207272
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:27.563645Z,2025-11-10T13:07:27.526416Z,0.037229
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:27.563645Z,2025-11-10T13:07:27.810462Z,-0.246817
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:27.781725Z,2025-11-10T13:07:27.810462Z,-0.028737
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.089113Z,2025-11-10T13:07:27.810462Z,0.278651
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.089113Z,2025-11-10T13:07:28.242346Z,-0.153233
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.278718Z,2025-11-10T13:07:28.242346Z,0.036372
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.278718Z,2025-11-10T13:07:28.321414Z,-0.042696
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.519483Z,2025-11-10T13:07:28.321414Z,0.198069
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.519483Z,2025-11-10T13:07:28.553862Z,-0.034379
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.821407Z,2025-11-10T13:07:28.553862Z,0.267545
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.821407Z,2025-11-10T13:07:28.800089Z,0.021318
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:28.821407Z,2025-11-10T13:07:29.035081Z,-0.213674
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:29.045417Z,2025-11-10T13:07:29.035081Z,0.010336
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:29.045417Z,2025-11-10T13:07:29.346475Z,-0.301058
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:29.278401Z,2025-11-10T13:07:29.346475Z,-0.068074
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:29.798341Z,2025-11-10T13:07:29.346475Z,0.451866
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:29.798341Z,2025-11-10T13:07:29.556741Z,0.2416
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:29.798341Z,2025-11-10T13:07:29.805773Z,-0.007432
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.103641Z,2025-11-10T13:07:29.805773Z,0.297868
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.103641Z,2025-11-10T13:07:30.238876Z,-0.135235
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.363780Z,2025-11-10T13:07:30.238876Z,0.124904
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.363780Z,2025-11-10T13:07:30.489589Z,-0.125809
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.581305Z,2025-11-10T13:07:30.489589Z,0.091716
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.581305Z,2025-11-10T13:07:30.737186Z,-0.155881
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.789576Z,2025-11-10T13:07:30.737186Z,0.05239
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.789576Z,2025-11-10T13:07:30.776989Z,0.012587
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:30.789576Z,2025-11-10T13:07:31.289975Z,-0.500399
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:31.065885Z,2025-11-10T13:07:31.289975Z,-0.22409
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:31.293464Z,2025-11-10T13:07:31.289975Z,0.003489
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:31.293464Z,2025-11-10T13:07:31.724672Z,-0.431208
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:31.636769Z,2025-11-10T13:07:31.724672Z,-0.087903
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:31.799048Z,2025-11-10T13:07:31.724672Z,0.074376
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:31.799048Z,2025-11-10T13:07:32.005732Z,-0.206684
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:32.032096Z,2025-11-10T13:07:32.005732Z,0.026364
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:32.032096Z,2025-11-10T13:07:32.050977Z,-0.018881
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:32.399538Z,2025-11-10T13:07:32.050977Z,0.348561
S20251109_S2_TAG03_d1_o90_run1,EBE03E29,2025-11-10T13:07:32.399538Z,2025-11-10T13:07:32.455447Z,-0.055909
