accuracy,macro_precision,macro_recall,macro_f1,optimizer,activation
0.8676470588235294,0.8674107142857143,0.8707912457912458,0.8676470588235294,sgd,relu
0.8529411764705882,0.8523452643008317,0.8552188552188552,0.8533927411120393,adam,relu
0.8480392156862745,0.8556564497764988,0.8484848484848485,0.8510602229751698,rmsprop,elu
0.8333333333333334,0.8441682974559687,0.8345959595959597,0.8365589896767766,rmsprop,relu
0.8186274509803921,0.8169441681905191,0.8228114478114478,0.8171685561767305,adam,leakyrelu
0.7843137254901961,0.7866161616161617,0.7866161616161617,0.7866161616161617,sgd,leakyrelu
0.7843137254901961,0.7972478742944232,0.7912457912457912,0.779981634527089,rmsprop,leakyrelu
0.7794117647058824,0.7847365999539914,0.781986531986532,0.7830749354005168,sgd,elu
0.7794117647058824,0.781986531986532,0.781986531986532,0.781986531986532,adam,elu
