TAG01,83C11D13,UNKNOWN
TAG02,C7F644,UNKNOWN
TAG03,3E2744,UNKNOWN
TAG04,3D9F24,UNKNOWN
TAG05,5E4A44,UNKNOWN
TAG06,8AA34,UNKNOWN
TAG07,BD064,UNKNOWN
TAG08,ACE424,UNKNOWN
TAG09,36A454,UNKNOWN
TAG10,946F44,UNKNOWN
TAG11,53BE611,UNKNOWN
TAG12,2E3F44,UNKNOWN
